,Number_Tra,num_pole,num_bus,num_subway,num_Encross,num_tree,pop,Vol,NonPed_D,TrafDir_A,TrafDir_T,RW_TYPE_10,RW_TYPE_3,RW_TYPE_4,RW_TYPE_6,RW_TYPE_7,RW_TYPE_8,RW_TYPE_9,BikeLane_1,BikeLane_11,BikeLane_2,BikeLane_3,BikeLane_4,num_ecollisions_B,num_pedS
2253,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2254,2,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2256,4,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,3,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,3,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,1,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2262,3,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2265,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2268,1,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2269,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,2,1,0,1,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,3,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2273,1,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2274,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2275,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2276,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2277,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2278,2,0,0,0,0,0,62810,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2279,3,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,0,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,0,0,0,0,0,0,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,0,0,0,0,0,0,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,3,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2285,3,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2286,3,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2287,3,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2288,3,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2289,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,52700,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2292,1,0,0,0,0,0,52700,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2293,3,0,0,0,0,0,52700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2294,3,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,0,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,1,1,0,0,0,2,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,1,0,0,0,0,2,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,2,0,0,0,0,4,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2,0,0,1,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,2,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2303,3,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2305,3,0,0,1,0,9,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,2,0,0,0,0,3,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2,1,0,0,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,4,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,4,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,4,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,4,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,2,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,1,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2316,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,0,0,0,0,0,0,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,3,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,0,0,0,0,0,0,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,3,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2326,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,2,0,0,0,0,2,62810,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,2,0,0,0,0,5,62810,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2,1,0,0,0,1,62810,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,2,0,0,0,0,3,62810,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,2,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,1,0,0,0,0,10,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,1,0,0,0,0,6,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2334,1,1,0,0,0,8,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,1,0,0,0,0,14,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2336,4,0,1,0,0,3,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2337,1,0,0,0,0,18,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2338,2,0,0,0,0,1,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2339,4,0,0,0,0,4,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2340,2,0,0,0,0,2,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,1,0,0,0,0,8,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,1,0,0,0,0,5,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,1,0,0,0,0,16,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2345,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2346,2,1,0,0,0,3,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2347,1,0,0,0,0,24,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,0,0,0,0,0,6,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,2,0,0,1,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2351,2,0,0,0,0,12,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,4,1,0,1,0,15,52700,187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,4,0,2,0,0,1,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2354,3,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,0,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,1,0,0,0,0,23,52700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,0,0,0,0,0,1,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,0,0,0,0,7,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,1,0,0,0,0,6,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,1,1,0,0,0,7,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,3,0,0,0,0,1,59869,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,4,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2364,0,1,0,0,0,14,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2365,0,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,2,0,0,0,0,0,52700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,1,0,0,0,0,3,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2369,4,0,0,0,0,4,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2370,1,0,0,0,0,11,23673,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,1,0,0,0,0,23,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,1,0,0,0,0,19,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,0,0,0,0,0,7,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2374,4,0,0,0,0,15,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2375,1,0,0,0,0,14,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2376,1,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,1,0,0,0,0,2,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,1,0,0,0,0,8,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,1,0,0,0,0,25,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2,0,0,0,0,0,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,2,0,0,0,0,20,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,2,0,0,0,0,3,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2384,1,0,0,0,0,4,23673,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,1,0,0,0,0,5,23673,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,2,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2387,4,0,0,0,0,1,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,1,0,0,0,0,16,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2,0,1,0,0,4,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2391,4,0,0,0,0,5,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2392,4,0,0,0,0,1,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2393,2,0,0,0,0,3,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2394,1,0,0,0,0,6,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,1,0,0,0,0,11,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,0,0,0,0,0,3,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2398,1,0,0,0,0,17,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,2,0,0,0,0,10,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2400,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2401,1,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,1,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2403,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2,0,0,0,0,3,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,1,0,0,0,0,12,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,4,1,1,0,0,13,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2,0,0,0,0,0,52700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,4,0,0,0,0,10,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,3,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,3,0,0,0,0,3,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,3,0,0,0,0,3,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,4,0,0,0,0,1,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2413,4,0,0,0,0,2,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2414,4,0,0,0,0,7,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2415,4,0,0,0,1,3,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2416,4,0,1,0,0,2,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2417,1,0,0,0,0,4,53094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,1,0,0,0,0,4,53094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2419,2,0,0,0,0,4,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,0,0,0,0,0,0,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,1,0,1,0,0,6,53094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2422,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,0,0,0,0,0,0,62810,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2424,1,1,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2425,1,0,0,0,0,2,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2426,1,0,0,0,0,5,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2427,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,1,0,0,0,0,1,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0,0,0,0,0,0,62810,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2430,3,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2,0,0,0,0,7,62810,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2432,1,0,0,0,0,29,62810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,4,0,0,0,0,0,23673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2,0,0,0,0,0,53094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2435,0,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,4,0,0,0,0,12,59869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2437,5,0,0,0,0,5,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2438,0,0,0,0,0,5,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,4,0,0,0,0,6,62810,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2440,4,1,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2441,2,0,1,0,0,0,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2442,3,0,0,0,0,2,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2443,3,0,0,0,0,6,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2444,0,0,0,0,0,2,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2445,4,0,0,0,0,1,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2446,4,0,0,0,0,2,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2447,4,0,0,0,0,1,62810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2448,2,0,0,0,0,2,52700,111,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2449,1,0,0,0,0,11,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,1,0,0,0,0,17,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,0,0,0,0,0,6,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2452,2,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,2,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,1,1,0,0,1,4,52700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2455,5,0,0,0,0,7,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2456,4,0,1,0,0,9,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,1,0,0,0,0,5,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2458,1,0,0,0,0,11,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,1,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2460,5,0,0,0,0,3,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2461,2,1,0,0,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,1,0,0,0,0,23,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2463,5,0,0,0,0,6,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,1,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2465,4,1,0,0,0,11,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2466,0,0,0,0,0,4,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,2,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2468,2,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,1,0,0,0,0,12,52700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,2,1,0,0,0,11,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,1,0,0,0,0,12,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2472,1,0,0,0,0,7,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2473,2,0,0,0,0,2,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,2,0,0,0,0,7,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,2,0,0,0,0,14,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2479,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,5,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,2,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2482,2,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,3,1,0,0,0,14,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,1,1,0,0,0,11,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2485,1,0,0,0,0,17,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2486,0,0,0,0,0,0,62810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,86117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,2,0,0,0,0,12,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2489,2,0,0,2,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,4,0,0,0,0,4,62810,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2491,0,0,0,0,0,0,53094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,3,0,0,1,0,2,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,3,0,0,1,0,1,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,3,0,0,0,0,5,53094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,4,0,0,0,0,0,86117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2496,5,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,5,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,4,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2499,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2500,2,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2502,2,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2504,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2505,2,0,0,0,0,0,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,0,0,0,0,0,0,52700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,0,0,0,0,0,11,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,0,0,0,0,0,9,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
