Id,Reservation Date,Franchisee Name ,Status,Installation Date,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Zipcode,Community Board,Council District
22486,09/06/2019,Crown Castle NG,Installed,04/08/2020,UTILITY,Staten_Island,937948,133914,40.5341175,-74.1665716,B,Harold Ave,Koch Blvd,Janesen St,,,,,,10312,503,51
22484,09/04/2019,ZenFi,Proposed,,CITY,Queens,999885,213495,40.7526571,-73.9435685,B,21st St,Queens Plaza N,41st Ave,,,,Long Island City,,11101,401,26
22483,09/04/2019,ZenFi,Approved,,CITY,Staten_Island,941726,152709,40.585725,-74.1530984,B,Furness Pl,Bridgetown St,Lewiston St,,,,,,10314,502,50
22476,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,933341,140072,40.5509948,-74.1831916,B,Stafford Av,Carlton Blvd,Grantwood Av,,,,,,10312,503,51
22475,09/04/2019,ZenFi,Installed,07/30/2021,CITY,Staten_Island,940284,154596,40.5908974,-74.1583023,B,Travis Av,Merrymount St,Keating Pl,,,,,PS 69 NR TRAVIS AV,10314,502,51
22474,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,946778,140496,40.5522255,-74.1348421,B,Greencroft Ave,Redgrave Ave,Bay Ter,,,,,,10306,503,51
22473,09/04/2019,ZenFi,Installed,10/13/2021,CITY,Staten_Island,929106,139124,40.5483674,-74.1984231,B,Hammock Ln,Stack Dr,Geyser Dr,,,,,,10312,503,51
22472,09/04/2019,ZenFi,Installed,09/14/2021,CITY,Staten_Island,931727,136946,40.5424051,-74.1889751,B,Rensselaer Av,Heenan Av,Delmar Av,,,,,,10312,503,51
22471,09/04/2019,ZenFi,Installed,04/19/2021,CITY,Staten_Island,932451,135712,40.5390223,-74.1863608,B,IDA CT,N Railroad ST,Edgegrove Av,,,,,,10312,503,51
22470,09/04/2019,ZenFi,Installed,09/28/2021,CITY,Staten_Island,927155,133964,40.5341919,-74.2053997,B,Edgegrove Av,Foster Rd,Lenevar Av,,,,,,10309,503,51
22469,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,934270,143332,40.5599481,-74.1798727,B,Berry Av W,Woodrow Rd,Gold Av,,,,,,10312,503,51
22468,09/04/2019,ZenFi,Installed,03/24/2021,CITY,Staten_Island,935487,142881,40.558717,-74.1754896,B,Crossfield Av,Dorval Av,Annadale Rd,,,,,,10312,503,51
22467,09/04/2019,ZenFi,Installed,03/19/2021,CITY,Staten_Island,934738,142283,40.5570715,-74.1781808,B,Forrestal Av,Mcarthur Av,Van Allen Av,,,,,,10312,503,51
22466,09/04/2019,ZenFi,Installed,03/10/2021,CITY,Staten_Island,938064,142160,40.5567518,-74.1662106,B,Getz Av,Barlow Av,(Dead End),,,,,,10312,503,51
22465,09/04/2019,ZenFi,Installed,03/16/2021,CITY,Staten_Island,938691,141928,40.5561182,-74.1639526,B,Cortelyou Av,Leverett Av,Barlow Av,,,,,,10308,503,51
22464,09/04/2019,ZenFi,Installed,03/10/2021,CITY,Staten_Island,935801,141756,40.5556308,-74.1743516,B,Monterey Av,Drumgoole Rd E,Pompey Av,,,,,,10312,503,51
22463,09/04/2019,ZenFi,Installed,03/10/2021,CITY,Staten_Island,939031,141430,40.5547531,-74.1627257,B,Middle Loop Road,Armstrong Av,N/A,,,,,,10308,503,51
22462,09/04/2019,ZenFi,Approved,,CITY,Staten_Island,933717,140843,40.5531132,-74.1818443,B,Tryon Av,Shotwell Av,Grantwood Av,,,,,,10312,503,51
22461,09/04/2019,ZenFi,Installed,04/19/2021,CITY,Staten_Island,940352,155827,40.5942766,-74.1580655,B,Rockland Av WB,Shepard Av,Grissom Av,,,,,,10314,502,50
22460,09/04/2019,ZenFi,Installed,08/12/2021,CITY,Staten_Island,939820,155647,40.5937799,-74.1599799,B,Gadsen Pl,Saxon Av,Travis Av,,,,,,10314,502,51
22459,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,939755,140696,40.552742,-74.1601155,B,Armstrong Av,E Augusta Av,E Figurea Av,,,,,,10308,503,51
22457,09/04/2019,ZenFi,Installed,02/09/2021,CITY,Staten_Island,942636,152893,40.5862344,-74.1498233,B,Travis Ave,Beard St,Lewiston St,,,,,,10314,502,50
22456,09/04/2019,ZenFi,Installed,09/14/2021,CITY,Staten_Island,934527,141274,40.5543008,-74.1789327,B,Mc Arthur Ave,Loring Ave,Ludlow St,,,,,,10312,503,51
22455,09/04/2019,ZenFi,Installed,04/19/2021,CITY,Staten_Island,935450,140042,40.5509243,-74.1756023,B,Notus Ave,Annadale Rd,Drumgoole Rd E,,,,,,10312,503,51
22454,09/04/2019,ZenFi,Installed,03/15/2021,CITY,Staten_Island,937071,139306,40.5489129,-74.1697642,B,Memphis Ave,Wainwright Ave,Pompey Ave,,,,,,10312,503,51
22453,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,935805,139358,40.5490488,-74.17432,B,Laredo Ave,Annadale Rd,Pompey Ave,,,,,,10312,503,51
22452,09/04/2019,ZenFi,Installed,03/19/2021,CITY,Staten_Island,936096,138605,40.5469835,-74.1732675,B,Serrell Ave,Mott St,Pompey Ave,,,,,,10312,503,51
22451,09/04/2019,ZenFi,Installed,07/02/2021,CITY,Staten_Island,941442,138576,40.5469314,-74.1540314,B,Holly Ave,Oakdale St,Beth Pl,,,,,,10308,503,51
22450,09/04/2019,ZenFi,Approved,,CITY,Staten_Island,941927,151971,40.5837003,-74.1523701,B,Lewiston St,Nome Ave,Bangor St,,,,,,10314,502,50
22449,09/04/2019,ZenFi,Installed,06/21/2021,CITY,Staten_Island,938328,134194,40.534888,-74.1652064,B,Koch Blvd,Arden Ave,Seidman Ave,,,,,,10312,503,51
22448,09/04/2019,ZenFi,Installed,03/15/2021,CITY,Staten_Island,940894,154594,40.5908949,-74.1561059,B,Nehring Ave,Braisted Ave,McVeigh Ave,,,,,,10314,502,50
22447,09/04/2019,ZenFi,Installed,03/19/2021,CITY,Staten_Island,946200,145298,40.5654036,-74.1369491,B,Boyce Ave,Lyle Ct,Corona Ave,,,,,,10306,503,51
22446,09/04/2019,ZenFi,Installed,03/24/2021,CITY,Staten_Island,944460,144871,40.564224,-74.1432091,B,Luke Ct,Sable Loop,Corona Ave/Cotter Ave,,,,,,10306,503,51
22445,09/04/2019,ZenFi,Installed,04/12/2021,CITY,Staten_Island,943241,144645,40.5635981,-74.1475951,B,Tanglewood Dr,Country Woods Ln,Nutwood Ct,,,,,,10308,503,51
22444,09/04/2019,ZenFi,Installed,04/19/2021,CITY,Staten_Island,944239,143283,40.5598642,-74.1439951,B,Cherrywood Ct,Sandalwood Dr,(Dead End),,,,,,10308,503,51
22443,09/04/2019,ZenFi,Installed,11/30/2021,CITY,Staten_Island,945425,141270,40.5543442,-74.1397153,B,Bartow St,S Railroad Ave,O Gorman Ave,,,,,,10306,503,51
22441,09/04/2019,ZenFi,Approved,,CITY,Staten_Island,940933,152522,40.5852079,-74.1559522,B,Kelly Blvd,Nome Ave,Klondike Ave,,,,,,10314,502,51
22440,09/04/2019,ZenFi,Installed,02/09/2021,CITY,Staten_Island,941691,153548,40.5880277,-74.1532297,B,Travis Ave,Kelly Blvd,Denker Pl,,,,,,10314,502,51
22439,09/04/2019,ZenFi,Installed,03/26/2021,CITY,Staten_Island,949115,158671,40.6021219,-74.126527,B,Vermont Ct,Gansevoort Blvd,Suffolk Ave,,,,,,10314,502,50
22433,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1018553,190087,40.6883552,-73.8763094,B,Jamaica Avenue,Cypress Hills Street,Chestnut Street,,,,,,11208,305,37
22432,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1013221,188216,40.6832388,-73.8955437,B,Vermont Street,Vermont Court,Crosby Avenue,,,,,,11207,305,37
22431,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1012561,183043,40.6690422,-73.8979451,B,Sutter Avenue,Alabama Avenue,Georgia Avenue,,,,,,11207,305,42
22429,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1012503,181747,40.6654851,-73.8981596,B,Williams Avenue,Dumont Avenue,Livonia Avenue,,,,,,11207,305,42
22419,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1011330,181176,40.6639215,-73.9023901,C,Powell Street,Livonia Avenue,Dumont Avenue,Livonia Park,,,,,11212,316,42
22418,09/04/2019,ZenFi,Proposed,,CITY,Queens,1037510,194595,40.7006348,-73.8079184,B,Archer Ave,Sutphin Blvd,146th St,,,,Sutphin Boulevard BID,,11435,412,24
22414,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1010487,181233,40.6640805,-73.9054285,C,Mother Gaston Blvd,Dumont Avenue,Livonia Avenue,,,,,,11212,316,41
22413,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1009683,182417,40.6673327,-73.908322,C,Sutter Avenue,Osborn Street,Rockaway Avenue,,,,,,11212,316,41
22412,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1009658,180097,40.6609649,-73.9084209,C,Rockaway Avenue,Riverdale Avenue,Newport Street,,,,,,11212,316,42
22411,10/26/2021,Mobilitie II,Approved,,CITY,Brooklyn,1009427,178261,40.6559261,-73.9092603,C,Hegeman Avenue,Bristol Street,Thomas S Boyland Street,,,,,,11212,316,42
22410,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1008229,183245,40.6696094,-73.9135603,C,Thomas S Boyland Street,Pitkin Avenue,E New York Avenue,,,,Pitkin Avenue BID,,11212,316,41
22409,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1010600,183613,40.6706128,-73.9050118,C,Pitkin Avenue,Sackman Street,Powell Street,,,,,,11212,316,37
22408,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1010923,178040,40.6553152,-73.9038695,C,Linden Blvd,Watkins Street,Mother Gaston Blvd,,,,,,11212,316,42
22400,05/18/2021,Mobilitie II,Proposed,,CITY,Queens,1019211,195955,40.7044589,-73.8739064,B,78 Avenue,75 Street,76 Street,,,,,,11385,405,30
22399,09/04/2019,ZenFi,Proposed,,CITY,Brooklyn,999184,169277,40.6312902,-73.9461967,B,Flatbush Ave,Avenue H,E 32nd St,,,,Flatbush-Nostrand Junction BID,,11210,314,45
22398,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1016740,195889,40.7042871,-73.8828188,B,Central Avenue,69 Place,70 Street,,,,,,11385,405,30
22397,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1017016,195030,40.7019284,-73.8818275,B,Myrtle Avenue,69 Place,70 Street,,,,,,11385,405,30
22396,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1015271,195375,40.7028816,-73.8881194,B,Central Avenue,66 Place,66 Street,,,,,,11385,405,30
22395,05/18/2021,Mobilitie II,Proposed,,CITY,Queens,1014144,195024,40.7019221,-73.8921856,B,Central Avenue,Cypress Hills Street,64 Place,,,,,,11385,405,30
22394,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1014046,192694,40.6955271,-73.8925493,B,80 Avenue,61 Street,62 Street,,,,,,11385,405,30
22393,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1012987,196180,40.7050988,-73.8963534,B,Fresh Pond Road,68 Avenue,68 Road,,,,,,11385,405,30
22392,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1012546,194042,40.699232,-73.897953,B,Forest Avenue,Summerfield Street,Decatur Street,,,,,,11385,405,34
22391,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1010775,193414,40.6975137,-73.9043424,B,Centre Street,Cypress Avenue,Wyckoff Avenue,,,,,,11385,405,34
22390,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1010970,194442,40.7003348,-73.9036351,B,Seneca Avenue,Myrtle Avenue,Weirfield Street,,,,Myrtle Avenue DMA,,11385,405,34
22389,05/18/2021,Mobilitie II,Proposed,,CITY,Queens,1007797,197342,40.7083036,-73.9150683,B,Dekalb Avenue,Onderdonk Avenue,Seneca Avenue,,,,,,11385,405,34
22388,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1021997,201099,40.7185665,-73.8638293,B,Woodhaven Blvd,66 Avenue,65 Drive,,,,,,11374,406,29
22387,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1020160,202012,40.7210801,-73.8704513,B,83 Place,Penelope Avenue,64 Road,,,,,,11379,405,30
22386,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1020051,201461,40.7195682,-73.8708475,B,64 Road,82 Place,83 Street,,,,,,11379,405,30
22385,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1020290,199156,40.7132405,-73.8699976,B,Metropolitan Avenue,80 Street,Cooper Avenue,,,,,,11379,405,30
22384,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1018695,198336,40.7109962,-73.8757552,B,68 Avenue,78 Street,76 Street,,,,,,11379,405,30
22383,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1018555,202175,40.7215338,-73.8762406,B,Juniper Blvd N,80 Street,81 Street,Juniper Valley Park,,,,,11379,405,30
22382,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1017867,201470,40.7196014,-73.8787262,B,Juniper Blvd S,77 Street,77 Place,Juniper Valley Park,,,,,11379,405,30
22381,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1017137,200439,40.7167743,-73.8813647,B,74 Street,Penelope Avenue,Juniper Blvd S,,,,,,11379,405,30
22380,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1014481,198844,40.7124059,-73.890953,B,Metropolitan Avenue,Rentar Plaza,69 Street,,,,,,11379,405,30
22379,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1015580,200279,40.7163408,-73.8869821,B,Juniper Blvd S,69 Place,69 Street,,,,,,11379,405,30
22378,05/18/2021,Mobilitie II,Proposed,,CITY,Queens,1013594,198393,40.711171,-73.8941545,B,65 Lane,Admiral Avenue,Metropolitan Avenue,,,,,,11379,405,30
22377,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1012789,196712,40.7065597,-73.8970653,B,Fresh Pond Road,Putnam Avenue,Madison Street,,,,,,11385,405,30
22376,05/18/2021,Mobilitie II,Proposed,,CITY,Queens,1010297,196323,40.7054997,-73.906055,B,Gates Avenue,Woodward Avenue,Fairview Avenue,,,,,,11385,405,30
22375,08/27/2019,Mobilitie II,Proposed,,CITY,Queens,1009565,198803,40.7123088,-73.9086858,B,Tonsor Street,Metropolitan Avenue,Himrod Street,,,,,,11385,405,30
22374,08/27/2019,Mobilitie II,Approved,,CITY,Queens,1008940,195413,40.7030058,-73.9109527,B,Cypress Avenue,Grove Street,Linden Street,,,,,,11385,405,34
22373,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,1000501,177776,40.6546158,-73.9414314,B,Lenox Road,E 39 Street,E 38 Street,,,,,,11203,317,41
22372,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,996304,179094,40.6582401,-73.956555,B,Bedford Avenue,Fenimore Street,Hawthorne Street,,,,,,11225,309,40
22371,10/22/2021,Mobilitie II,Approved,,CITY,Brooklyn,995400,177083,40.6527215,-73.9598166,B,Caton Avenue,Flatbush Avenue,E 21 Street,,,,,,11226,314,40
22370,08/31/2019,ExteNet I,Proposed,,CITY,Brooklyn,995454,206028,40.7321688,-73.9595738,B,West St,India St,Huron St,,,,,,11222,301,33
22369,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1021683,211040,40.7458534,-73.8649067,B,44th Ave,National St,97th Pl,,,,,CORONA ARTS AND SCIENCES ACADEMY,11368,404,21
22368,08/31/2019,ExteNet I,Approved,,CITY,Queens,1002046,207779,40.7369641,-73.935784,B,Bradley Ave,Van Dam St,31st St,,,,,,11101,402,26
22367,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,1005538,181480,40.6647718,-73.9232664,B,Rutland Road,E 98 Street,Rockaway Parkway,,,,,,11212,317,41
22366,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1020369,211025,40.7458177,-73.8696489,B,95th St,42nd Ave,43rd Ave,,,,,,11373,404,21
22365,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1020227,207238,40.7354239,-73.8701816,B,57th Ave,92nd St,90th St,,,,,,11373,404,25
22364,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1018875,214930,40.7565419,-73.8750206,B,Northern BLVD,93rd St,94th St,Northern Playground,,,,PS 149,11372,403,25
22363,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,999252,178131,40.6555924,-73.945932,B,Clarkson Avenue,New York Avenue,E 37 Street,,,,,,11203,317,40
22362,08/31/2019,ExteNet I,Approved,,CITY,Queens,1018541,209899,40.7427344,-73.8762518,B,43rd Ave,Judge St,Ithaca St,,,,,,11373,404,25
22361,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1017380,207849,40.737112,-73.8804517,B,Queens BLVD (East Bound),Goldsmith St,Simonson St,,,,,,11373,404,25
22360,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1016179,206665,40.7338667,-73.884791,B,Calamus Ave,Ankener Ave,Elks Rd,,,,,,11373,404,25
22359,08/31/2019,ExteNet I,Approved,,CITY,Queens,1015392,211092,40.7460205,-73.8876103,B,78th St,41st Ave,Roosevelt Ave,,,,,,11373,404,25
22358,08/31/2019,ExteNet I,Approved,,CITY,Queens,1014432,204625,40.7282735,-73.8911039,B,Grand Ave,57th Ave,Mazeau St,,,,,,11378,405,30
22357,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1013612,207834,40.7370842,-73.8940484,B,Garfield Ave,70th St,71st St,,,,,,11377,402,30
22356,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1013122,210039,40.743138,-73.8958071,B,69th St,Woodside Ave,41st Ave,Crosson Park,,,,,11377,402,26
22355,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1013078,204869,40.7289477,-73.895988,B,Jay Ave,54th Ave,68th St,,,,,,11378,405,30
22354,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1012356,209086,40.7405247,-73.8985754,B,Queens BLVD (East Bound),66th St,67th St,,,,,,11377,402,30
22353,05/13/2021,ExteNet I,Proposed,,CITY,Queens,1012554,207770,40.736912,-73.8978664,B,50th Ave,67th St,66th St,,,,,,11377,402,30
22352,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1012213,207308,40.735645,-73.8990988,B,51st Ave,66th St,65th Pl,,,,,,11377,402,30
22351,08/31/2019,ExteNet I,Proposed,,CITY,Queens,996589,208951,40.7401902,-73.9554731,B,54th Ave,Vernon Blvd,2nd St,,,,,,11101,402,26
22350,08/31/2019,ExteNet I,Approved,,CITY,Queens,1011237,209411,40.7414202,-73.9026122,B,Queens BLVD (West Bound),63rd St,61st St,,,,,,11377,402,26
22349,08/31/2019,ExteNet I,Approved,,CITY,Brooklyn,994241,196238,40.7052991,-73.9639651,B,Taylor St,Bedford Ave,Wythe Pl,,,,,,11249,301,33
22348,08/31/2019,ExteNet I,Approved,,CITY,Brooklyn,997627,195909,40.7043916,-73.9517533,B,Harrison Ave,Heyward St,Lynch St,,,,,,11206,301,33
22347,08/31/2019,ExteNet I,Approved,,CITY,Queens,1009736,193566,40.697934,-73.9080888,B,Wycoff Ave,Cornelia St,Putman Ave,,,,,,11385,405,34
22346,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,999755,177146,40.6528879,-73.9441214,B,Linden Blvd,Brooklyn Avenue,E 35 Street,,,,,,11203,317,40
22345,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,999460,182092,40.6664641,-73.9451734,B,Brooklyn Avenue,Carroll Street,Crown Street,,,,,,11213,309,35
22344,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,999350,181247,40.664145,-73.9455718,B,Empire Blvd,Brooklyn Avenue,New York Avenue,,,,,,11225,309,40
22343,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,996495,182955,40.6688374,-73.9558596,B,Bedford Avenue,Union Street,Present Street,,,,,,11225,309,35
22342,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,1004930,183035,40.6690413,-73.9254532,B,Buffalo Avenue,Lincoln Place,Eastern Parkway,,,,,,11233,308,41
22341,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1000348,182160,40.6666492,-73.9419724,B,Carroll Street,Kingston Avenue,Albany Avenue,,,,,,11213,309,35
22340,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1001094,181776,40.6655938,-73.9392843,B,Crown Street,Albany Avenue,Troy Avenue,,,,,,11213,309,35
22339,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,995103,180132,40.6610908,-73.960882,B,Flatbush Avenue,Lincoln Road,Lefferts Avenue,,,,,,11225,309,40
22338,05/27/2021,Mobilitie II,Approved,,CITY,Brooklyn,1006603,190143,40.6885471,-73.9193988,B,Madison Street,Broadway,Bushwick Avenue,,,,,,11221,304,34
22337,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1003602,192082,40.6938763,-73.9302143,B,Dekalb Avenue,Broadway,Malcolm X Blvd,,,,,,11221,303,36
22336,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1003835,188852,40.6850102,-73.9293835,B,Malcolm X Blvd,Hancock Street,Jefferson Avenue,,,,,,11221,303,36
22335,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1001814,191209,40.6914838,-73.9366644,B,Lewis Avenue,Lafayette Avenue,Van Buren Street,,,,,,11221,303,36
22334,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,999242,192071,40.6938546,-73.9459371,B,Thompkins Avenue,Hart Street,Willoughby Avenue,,,,,,11206,303,36
22333,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,997343,191136,40.6912912,-73.9527869,B,Dekalb Avenue,Walworth Street,Nostrand Avenue,,,,,BROOKLYN JOB CORP ACADEMY,11205,303,33
22332,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,996787,190073,40.6883743,-73.9547938,B,Bedford Avenue,Greene Avenue,Clifton Place,Clifton Pl Memorial Park and Garden,,,,,11216,303,36
22331,08/23/2019,Crown Castle Fiber,Proposed,,CITY,Brooklyn,997048,188364,40.6836831,-73.9538559,B,Bedford Ave,Putnam Ave,Madison St,,,,,,11216,303,36
22330,05/13/2021,ExteNet I,Proposed,,CITY,Brooklyn,1003622,199519,40.7142891,-73.9301208,B,Metropolitian Ave,Varick Ave,Grand St,,,,,,11237,301,34
22329,08/31/2019,ExteNet I,Approved,,CITY,Brooklyn,1002402,200544,40.717105,-73.9345189,B,Vandervoort Ave,Maspeth Ave,Rewe St,,,,,,11211,301,34
22328,05/13/2021,ExteNet I,Proposed,,CITY,Brooklyn,1002113,196526,40.7060772,-73.9355721,B,White St,McKibbin St,Boerum St,,,,,,11206,301,34
22327,08/31/2019,ExteNet I,Proposed,,CITY,Brooklyn,1001028,200142,40.7160043,-73.9394764,B,Maspeth Ave,Olive St,Kingsland Ave,,,,,,11211,301,34
22326,08/31/2019,ExteNet I,Approved,,CITY,Brooklyn,1001176,195830,40.7041686,-73.9389534,B,Moore St,Bushwick Ave,Humboldt St,,,,,,11206,301,34
22325,05/13/2021,ExteNet I,Approved,,CITY,Brooklyn,1000611,194455,40.7003957,-73.9409945,B,Sumner Place,Broadway,Flushing Avenue,,,,,,11206,304,34
22324,08/31/2019,ExteNet I,Approved,,CITY,Brooklyn,996477,194287,40.6999412,-73.9559039,B,Middleton St,Wallabout St,Lee Ave,,,,,,11206,301,33
22323,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1011132,204756,40.7286437,-73.9030097,B,63rd St,53rd Dr,54th Ave,,,,,,11378,405,30
22322,08/31/2019,ExteNet I,Approved,,CITY,Queens,999749,211196,40.7463472,-73.9440647,B,Jackson Ave,Court Square W,Pearson St,,,,Long Island City,,11101,402,26
22321,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1010876,208107,40.7378422,-73.9039201,B,Laurel Hill BLVD,61st ST,60th ST,,,,,,11377,402,30
22320,05/13/2021,ExteNet I,Approved,,CITY,Queens,1000150,208883,40.7399979,-73.942623,B,27th ST,51st AVE,Hunters Point Ave,,,,,,11101,402,26
22319,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1023725,215453,40.757957,-73.8575114,B,Northern BLVD,112th ST,114th ST,,,,,,11368,403,21
22318,08/31/2019,ExteNet I,Proposed,,CITY,Queens,1020543,213960,40.7538728,-73.8690051,B,35th AVE,99th ST,98th ST,,,,,,11368,403,21
22317,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,998844,178584,40.6568365,-73.9474015,B,New York Avenue,Winthrop Street,Parkside Avenue,,,,,,11225,309,40
22316,08/27/2019,Mobilitie II,Approved,,CITY,Brooklyn,1002469,178455,40.6564757,-73.9343369,B,Clarkson Avenue,E 46 Street,Schenectady Avenue,,,,,,11203,309,41
22315,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,998132,177419,40.6536399,-73.94997,B,Nostrand Avenue,Lenox Road,Linden Blvd,,,,,,11226,317,40
22314,08/31/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1008191,184254,40.672379,-73.9136937,C,Prospect Place,Thomas S Boyland Street,Eastern Parkway,,,,,,11233,316,41
22313,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1006369,182840,40.6685026,-73.9202665,C,Howard Avenue,Pitkin Avenue,Lincoln Place,,,,,,11233,316,41
22293,08/23/2019,Extenet II,Approved,,CITY,Queens,1019786,213808,40.7534586,-73.8717382,B,Junction BLVD,35th AVE,34th RD,,,,,,11368,403,21
22292,08/27/2019,Mobilitie II,Proposed,,CITY,Brooklyn,1004989,181891,40.6659012,-73.925244,B,Rockaway Parkway,E New York Avenue,Rutland Road,,,,,,11212,317,41
22290,08/31/2019,Mobilitie II,Approved,,CITY,Brooklyn,1001082,190280,40.6889354,-73.9393063,B,Marcus Garvey Blvd,Lexington Avenue,Quincy Street,,,,,,11221,303,36
22289,08/31/2019,ExteNet I,Approved,,CITY,Queens,1019104,212868,40.7508813,-73.8742047,B,37th Ave,93rd ST,92nd ST,,,,,,11372,403,25
22288,08/31/2019,ExteNet I,Approved,,CITY,Queens,1018550,213498,40.7526127,-73.876201,B,35th AVE,91st ST,92nd ST,,,,,,11372,403,25
22287,08/31/2019,ExteNet I,Approved,,CITY,Queens,1017163,214018,40.7540452,-73.8812045,B,34th AVE,86th ST,87th ST,,,,,,11372,403,25
22286,08/31/2019,ExteNet I,Approved,,CITY,Queens,1017205,213310,40.7521018,-73.8810564,B,35th AVE,86th ST,85th ST,,Jackson Heights Historic District,,,,11372,403,25
22285,08/31/2019,ExteNet I,Approved,,CITY,Queens,1016017,212437,40.7497099,-73.8853483,B,37th Ave,81st ST,80th ST,,Jackson Heights Historic District,,,,11372,403,25
22284,08/31/2019,ExteNet I,Approved,,CITY,Queens,1014780,213754,40.7533291,-73.8898068,B,34th AVE,77th ST,76th ST,,,,,,11372,403,25
22283,08/31/2019,ExteNet I,Approved,,CITY,Queens,1014468,212222,40.7491253,-73.8909398,B,37th Ave,75th ST,74th ST,,,,,,11372,403,25
22282,08/31/2019,ExteNet I,Approved,,CITY,Queens,1013238,213538,40.7527415,-73.8953734,B,34th AVE,71st ST,70 th St,,,,,,11372,403,25
22281,08/31/2019,ExteNet I,Approved,,CITY,Queens,1012739,212269,40.74926,-73.8971798,B,Broadway,69th ST,65th ST,,,,,,11377,402,26
22280,08/31/2019,ExteNet I,Approved,,CITY,Queens,1012244,214001,40.7540155,-73.8989591,B,Northern BLVD,64th ST,69th ST,,,,,,11377,402,26
